"","","s0",""
"394",20074,9.57832327961628,0
"395",15951,5.05163836023851,0
"396",20430,6.55396694019011,0
"397",22378,9.57832327961628,0
"398",10050,19.8692167181475,15
"399",6848,11.3722971035484,0
"400",11000,8.74229729016777,0
"401",21992,9.57832327961628,0
"402",6844,9.42398681594939,0
"403",20681,17.8470817774942,0
"404",26813,8.92726116842766,3
"405",21379,5.31767436416563,0
"406",14713,5.77708863155008,5
"407",14189,12.6116980520827,0
"408",23597,5.63778834009993,0
"409",6308,8.53714626312718,0
"410",25647,38.8489704842207,0
"411",19660,5.77766943535858,0
"412",14797,16.2817588249078,0
"413",29616,5.55794342183814,3
"414",30487,5.63778834009993,0
"415",29198,10.5334444605118,0
"416",28495,16.1376360868612,0
"417",29693,22.1753053358558,0
"418",30728,9.57832327961628,0
"419",9722,9.98577302792914,30
"420",26031,9.86606697528852,10
"421",11238,15.4535152759914,0
"422",26404,9.57832327961628,0
"423",26397,19.1572170037029,0
"424",27349,17.8470817774942,0
"425",19204,4.97522621373085,5
"426",26278,5.53425445000286,5
"427",32783,9.57832327961628,0
"428",32891,9.86606697528852,0
"429",44543,5.63778834009993,0
"430",33751,5.63778834009993,5
"431",44086,5.63778834009993,0
"432",33222,5.63778834009993,0
"433",33462,13.6480877587477,0
"434",33861,9.57832327961628,0
"435",33355,9.57832327961628,0
"436",52952,18.4485878502357,0
"437",20935,3.42241836838876,0
"438",13302,5.54501169923585,10
"439",29431,3.39096480002806,0
"440",25379,9.06111018352704,0
"441",28705,7.0865287885101,10
"442",10748,10.0779084737782,0
"443",28340,7.28331732847652,0
"444",22442,5.77766943535858,5
"445",27516,5.77840785276143,5
"446",24151,9.86606697528852,10
"447",668,18.6598574569894,0
"448",6776,6.42494089299877,25
"449",9912,9.33677526359906,0
"450",16335,16.1376360868612,20
"451",25097,9.86606697528852,0
"452",16802,17.2761590443337,0
"453",776,6.35966016842467,0
"454",10253,4.51932425663835,0
"455",31506,6.88295558431785,0
"456",23209,5.86814267394285,0
"457",25216,5.77766943535858,0
"458",4508,17.5874810599071,20
"459",24145,6.08784147908118,0
"460",26338,6.68696905292695,0
"461",17501,41.1846626471413,0
"462",20709,5.93171214380869,0
"463",6227,9.87050448335672,0
"464",9312,5.99221020172574,10
"465",3784,15.0507877481439,0
"466",15270,5.27738437648553,0
"467",8263,5.77755988821649,0
"468",3766,6.027366747938,10
"469",7433,9.95106401887038,10
"470",2728,9.18152148590469,25
"471",2922,4.17933954904906,0
"472",10976,8.71542026857054,0
"473",7804,4.34926627914341,0
"474",10709,47.2595954400187,0
"475",4244,6.08945829467187,0
"476",6364,6.41058170601386,0
"477",6432,5.49549094729551,4
"478",3274,5.65729496165104,0
"479",14274,10.1375926273818,0
"480",24884,45.7548662218902,0
"481",22088,4.47546821779637,0
"482",877,9.18556604037551,0
"483",2203,5.74536432957986,0
"484",189,10.9139356428463,0
"485",6636,15.0392541574173,15
"486",7477,9.77444557636559,0
"487",26288,5.77840785276143,0
"488",1030,3.70976337515508,0
"489",3505,4.03402927942945,3
"490",15850,6.23802041598952,5
"491",10593,8.08967050189487,0
"492",26686,9.87010394467218,0
"493",264,5.72194714535842,10
"494",11514,5.40876941625642,5
"495",31390,5.63778834009993,0
"496",1127,9.8737789211767,0
"497",17359,16.9330775332215,0
"498",2131,5.67246319822419,0
"499",121,8.13609055528132,5
"500",15007,6.22712504587807,5
"501",6440,5.34298735919249,0
"502",30539,14.0894603077799,0
"503",17678,4.50951607514102,0
"504",6274,10.9107700129945,0
"505",12283,5.72278379743231,0
"506",23931,9.42363322604003,0
"507",6896,5.46424997211971,3
"508",4138,5.3850586745674,0
"509",1805,5.63872978631416,0
"510",7657,9.94606117790314,0
"511",25196,9.86606697528852,10
"512",14666,9.87010394467218,0
"513",22098,6.19785642980414,10
"514",9550,5.77710428114181,0
"515",28087,5.77840785276143,0
"516",29955,3.24792804094194,0
"517",34473,5.63778834009993,0
"518",43956,5.63778834009993,0
"519",35068,5.63778834009993,0
"520",44574,5.63778834009993,0
"521",46330,5.63778834009993,5
"522",46905,5.63778834009993,0
"523",51224,5.63778834009993,0
"524",4117,5.72193963392457,5
"525",25690,8.84766264047624,0
"526",3049,9.67956049483497,10
"527",21484,9.57832327961628,0
"528",16791,5.77766943535858,0
"529",23307,5.77766943535858,0
"530",7598,6.94063337583202,8
"531",6556,21.2428378885336,0
"532",1164,9.11485395117681,0
"533",3971,6.5052200252705,0
"534",10397,9.94151183378517,0
"535",18905,8.80648931404939,0
"536",32877,5.63778834009993,0
"537",12666,7.83734539440385,0
"538",31528,5.63778834009993,0
"539",31974,13.6480877587477,0
"540",30691,17.8470817774942,0
"541",32266,22.1753053358558,0
"542",5029,5.23799589061139,0
"543",14369,8.93469618148947,10
"544",16771,8.33978375600605,0
"545",19873,9.87004887628203,0
"546",5084,9.47322461843031,10
"547",20187,8.55513233102638,0
"548",24475,5.63778834009993,5
"549",13567,5.77739468304606,0
"550",17584,5.77739468304606,0
"551",18339,5.77739468304606,0
"552",14489,5.77710428114181,0
"553",26272,5.63778834009993,0
"554",24939,5.63778834009993,0
"555",30208,9.06111018352704,10
"556",20673,5.77766943535858,0
"557",24444,5.95604826372824,0
"558",20123,6.77382701536793,0
"559",29721,5.63778834009993,0
"560",20663,5.77840785276143,0
"561",24953,5.77840785276143,0
"562",17801,9.07939670408536,0
"563",18186,6.23515404683085,0
"564",24149,5.77766943535858,0
"565",18430,5.61466738125698,0
"566",12248,8.40446267119323,0
"567",26865,5.77766943535858,0
"568",29711,5.63778834009993,0
"569",20419,7.18675432667989,0
"570",28598,7.19849477115267,0
"571",25879,5.63778834009993,0
"572",16393,6.02502393250732,0
"573",24850,5.77739468304606,6
"574",246,5.37430120746834,0
"575",18807,5.77720629830714,0
"576",18260,5.77720629830714,0
"577",7648,10.2605640431003,0
"578",10478,5.59421203793506,0
"579",26756,9.93148539087558,0
"580",21321,5.77739468304606,0
"581",25856,14.5679339665737,5
"582",19647,5.88868948992607,0
"583",30146,5.77739468304606,0
"584",24844,8.96130846961766,0
"585",22543,6.55396694019011,0
"586",26532,6.55396694019011,5
"587",26415,9.57832327961628,0
"588",24018,9.57832327961628,0
"589",21878,9.57832327961628,0
"590",25257,9.86606697528852,15
"591",6903,11.3718273997848,0
"592",25165,6.08784147908118,0
"593",28261,14.0894603077799,0
"594",24090,5.90559212933685,0
"595",9686,12.3818586709282,0
"596",22905,8.07240192123967,0
"597",25190,9.57832327961628,0
"598",12286,12.2748348951518,0
"599",28123,13.6480877587477,0
"600",14722,8.37435558270311,0
"601",25039,9.57832327961628,0
"602",28127,9.57832327961628,0
"603",615,9.11200048951752,0
"604",21233,22.1753053358558,0
"605",20116,19.463561625782,0
"606",53341,13.6480877587477,0
"607",35598,8.84766264047624,0
"608",35412,7.98660175905593,0
"609",44025,7.43438410345726,0
"610",39714,5.63778834009993,0
"611",35533,3.89150022815566,2
"612",38180,5.63778834009993,0
"613",53522,17.8470817774942,0
"614",41088,6.34051939713932,10
"615",35703,5.63778834009993,0
"616",42455,5.47815577153573,5
"617",38230,7.43438410345726,5
"618",38344,7.43438410345726,0
"619",49391,8.74910405727609,2
"620",47344,5.63778834009993,0
"621",37062,7.43438410345726,0
"622",38099,7.19849477115267,5
"623",46657,5.63778834009993,0
"624",53567,9.57832327961628,0
"625",35862,3.31926826708404,0
"626",46518,5.63778834009993,0
"627",46551,5.63778834009993,0
"628",36591,6.13073711871567,2
"629",36824,5.63778834009993,0
"630",46367,5.63778834009993,0
"631",39066,7.43438410345726,0
"632",41636,5.63778834009993,0
"633",53864,9.57832327961628,0
"634",40530,7.43438410345726,0
"635",38310,7.43438410345726,0
"636",47152,5.63778834009993,0
"637",43960,5.63778834009993,0
"638",38258,7.43438410345726,0
"639",44908,4.23920638812109,0
"640",36192,7.43438410345726,15
"641",42110,8.21203902377166,0
"642",37391,5.63778834009993,0
"643",44355,5.63778834009993,0
"644",42554,8.04472045497893,0
"645",49676,5.63778834009993,0
"646",37842,9.57832327961628,0
"647",38125,5.63778834009993,0
"648",44159,5.63778834009993,0
"649",53455,17.8470817774942,0
"650",39185,5.63778834009993,0
"651",53061,9.57832327961628,0
"652",45436,7.59190211740622,0
"653",51626,5.77840785276143,0
"654",39206,9.53980857696094,0
"655",36495,9.57832327961628,0
"656",36530,5.63778834009993,0
"657",43920,5.63778834009993,0
"658",52847,6.77382701536793,0
"659",40981,7.59190211740622,0
"660",40409,5.63778834009993,3
"661",50523,5.63778834009993,0
"662",44153,7.43438410345726,0
"663",43542,6.7815750892743,0
"664",49324,5.63778834009993,0
"665",41386,5.63778834009993,0
"666",19538,6.86285068569469,5
"667",12384,4.02351531963444,0
"668",31108,5.4039835182341,0
"669",14542,5.20426817427037,0
"670",15840,5.52899258248709,0
"671",32252,4.18134978254061,3
"672",31145,5.47815577153573,0
"673",10955,5.03986290706456,6
"674",6546,4.01026755200062,0
"675",30621,5.47815577153573,0
"676",24125,5.50527323687711,3
"677",27404,5.63778834009993,0
"678",29875,5.77840785276143,0
"679",23569,5.77766943535858,0
"680",27209,5.77739468304606,5
"681",26239,4.55667708499013,0
"682",19684,5.88868948992607,5
"683",27590,4.55667708499013,0
"684",31938,12.3851458189391,0
"685",12983,6.09249107949566,10
"686",10365,8.67947974359391,0
"687",14353,5.8811213387708,0
"688",9120,3.93498362755042,0
"689",2990,5.84707655051856,5
"690",26068,5.63778834009993,0
"691",26797,5.63778834009993,0
"692",25743,5.77766943535858,0
"693",7327,5.67949790282881,0
"694",16364,8.74229729016777,0
"695",6067,8.54621047533451,0
"696",31573,9.06111018352704,0
"697",32277,5.77840785276143,0
"698",29125,7.0865287885101,0
"699",12604,5.77715934953195,0
"700",30909,9.06111018352704,0
"701",23405,5.77840785276143,0
"702",32182,5.77840785276143,0
"703",45047,7.43438410345726,0
"704",7671,5.55202051659381,0
"705",21286,6.2776283252491,0
"706",12732,6.02502393250732,5
"707",26823,5.63778834009993,0
"708",30557,5.63778834009993,0
"709",23402,5.80336786594517,0
"710",32048,5.63778834009993,0
"711",29162,5.77840785276143,0
"712",4945,8.77774188292127,0
"713",27393,5.77840785276143,0
"714",10092,9.63914043908911,15
"715",32225,9.57832327961628,10
"716",53671,9.57832327961628,0
"717",25754,9.86606697528852,0
"718",26620,9.86606697528852,0
"719",2173,10.0664121997354,0
"720",30379,6.55396694019011,0
"721",30006,9.86606697528852,0
"722",17226,9.91426392452845,10
"723",14622,9.87004887628203,0
"724",12838,11.2448589807753,0
"725",14736,9.87050448335672,0
"726",28646,9.86606697528852,0
"727",3919,6.24912307949592,0
"728",26401,9.87004887628203,0
"729",19622,8.51407369545347,0
"730",20547,5.91024172975133,0
"731",3161,8.0359843352464,0
"732",4927,8.73821649338652,10
"733",25525,12.8237964997522,0
"734",30823,9.86606697528852,25
"735",29287,9.86606697528852,0
"736",25204,9.57832327961628,0
"737",25388,13.6480877587477,0
"738",21688,17.8470817774942,0
"739",27630,45.7548662218902,50
"740",29825,22.1753053358558,0
"741",18961,17.8470817774942,0
"742",32648,4.68211331564641,0
"743",32765,5.77840785276143,0
"744",20918,7.02633071886446,10
"745",7298,10.2137777815379,0
"746",5287,7.21636254769441,0
"747",7209,4.18270972088379,2
"748",7292,5.54125642064764,2
"749",31150,3.24715084480177,0
"750",45265,4.180251683803,3
"751",45008,5.63778834009993,0
"752",46048,5.63778834009993,0
"753",46541,5.77840785276143,0
"754",46617,5.63778834009993,5
"755",47095,5.63778834009993,5
"756",51039,5.77840785276143,0
"757",45372,5.77840785276143,10
"758",44347,5.94356556681748,6
"759",52343,5.63778834009993,0
"760",44485,5.63778834009993,0
"761",30299,7.69305229693131,0
"762",19876,9.86606697528852,0
"763",32542,9.57832327961628,0
"764",32472,14.995092226151,0
"765",33181,18.1701567735024,0
"766",35914,9.57832327961628,0
"767",35971,9.57832327961628,20
"768",35761,9.57832327961628,5
"769",36212,8.53626943941755,0
"770",34689,9.57832327961628,0
"771",36559,13.6480877587477,0
"772",5762,9.00559126747364,0
"773",31636,9.57832327961628,10
"774",5950,12.7427566267297,0
"775",29373,9.86606697528852,0
"776",31903,9.57832327961628,0
"777",15884,13.377671751449,0
"778",20008,6.69473741796111,0
"779",10849,7.45909037866227,10
"780",15961,5.52541925595539,0
"781",2915,17.1499864237205,20
"782",18201,22.7999033774413,25
"783",83,5.14367401632881,0
"784",32045,3.53542014342461,0
"785",12471,5.74204863767166,5
"786",20621,5.47718686338944,0
"787",31297,8.74910405727609,10
"788",11054,6.02502393250732,0
"789",25914,5.16667254814676,0
"790",28931,6.29866301909872,0
"791",583,7.65682572057389,5
"792",26095,5.77840785276143,5
"793",30396,7.36517733052686,3
"794",25006,9.57832327961628,0
"795",27678,3.94768304588872,0
"796",22376,5.77739468304606,10
"797",6460,5.77708863155008,0
"798",44278,5.63778834009993,10
"799",44423,5.63778834009993,0
"800",48428,5.63778834009993,0
"801",45420,5.63778834009993,0
"802",43995,5.63778834009993,0
"803",44462,5.63778834009993,5
"804",44732,8.96130846961766,0
"805",44142,5.77840785276143,0
"806",44363,5.63778834009993,0
"807",48182,5.63778834009993,0
"808",44521,6.13073711871567,0
"809",45900,15.6389622752058,15
"810",48999,7.43438410345726,0
"811",44987,5.63778834009993,10
"812",47124,5.63778834009993,0
"813",44756,7.43438410345726,0
"814",45462,5.63778834009993,0
"815",44580,5.63778834009993,10
"816",61183,17.8470817774942,0
"817",44202,7.59190211740622,0
"818",53679,16.3627340108017,0
"819",44562,12.7645177420069,10
"820",46539,7.43438410345726,5
"821",44550,5.77840785276143,0
"822",43979,7.43438410345726,0
"823",44788,5.63778834009993,0
"824",46135,5.77840785276143,5
"825",45442,5.63778834009993,10
"826",44350,5.77840785276143,5
"827",46786,7.43438410345726,0
"828",47097,4.07364717814343,0
"829",43923,5.63778834009993,0
"830",45992,5.63778834009993,0
"831",47968,5.63778834009993,5
"832",44351,5.63778834009993,0
"833",46590,5.63778834009993,0
"834",44177,5.63778834009993,0
"835",44705,5.63778834009993,0
"836",44591,7.98660175905593,0
"837",44357,5.63778834009993,2
"838",43946,5.77840785276143,0
"839",44728,5.63778834009993,3
"840",43917,7.43438410345726,0
"841",45413,7.43438410345726,0
"842",44619,3.89150022815566,0
"843",44300,5.63778834009993,0
"844",45456,7.59190211740622,0
"845",45439,7.53501338230451,0
"846",45368,16.1434038338445,20
"847",47316,5.63778834009993,0
"848",44658,5.63778834009993,5
"849",51410,5.77840785276143,0
"850",44281,7.43438410345726,5
"851",44056,7.43438410345726,0
"852",45814,5.63778834009993,0
"853",44454,5.63778834009993,0
"854",43901,5.63778834009993,0
"855",44739,7.43438410345726,0
"856",46831,5.63778834009993,0
"857",44114,7.43438410345726,0
"858",44035,6.13073711871567,0
"859",43991,7.59190211740622,3
"860",44399,5.63778834009993,0
"861",53614,13.6480877587477,0
"862",44193,7.43438410345726,0
"863",44729,3.62397413311138,0
"864",44410,5.63778834009993,0
"865",55659,13.6480877587477,10
"866",44616,5.63778834009993,0
"867",44724,7.43438410345726,5
"868",44511,5.77766943535858,0
"869",44090,9.35618933456415,0
"870",46967,3.82860898656667,0
"871",44440,3.39096480002806,0
"872",43992,5.63778834009993,0
"873",44647,5.63778834009993,0
"874",44528,7.43438410345726,0
