"","","s0"
"410",25647,-1.23908072508209
"411",19660,0.223291817447951
"412",14797,-0.181461028042911
"413",29616,1.88058755540981
"414",30487,-0.0240003002250775
"415",29198,-0.237857360851179
"416",28495,0.117985446339057
"417",29693,0.200578804989636
"418",30728,-0.063449439356559
"419",9722,26.7963484904672
"420",26031,10.0158782186354
"421",11238,0.175689341767778
"422",26404,-0.209454832260931
"423",26397,0.398682034832237
"424",27349,-0.0841965197805564
"425",19204,5.25902832125665
"426",26278,5.31173483043154
"427",32783,0.00839090043759332
"428",32891,-0.129495371931839
"429",44543,-0.00386596464055717
"430",33751,4.56818718507141
"431",44086,-0.00386596464055717
"432",33222,-0.0573842201104339
"433",33462,0.0539081563792338
"434",33861,0.0138116607972065
"435",33355,0.0435792366387961
"436",52952,0.219365184677898
"437",20935,-0.0237469723766053
"438",13302,12.3293481625999
"439",29431,1.05188716862991
"440",25379,-0.305099370033523
"441",28705,10.9740380028431
"442",10748,0.189873630835457
"443",28340,-0.270816453551866
"444",22442,5.02594144141937
"445",27516,4.86920906922445
"446",24151,10.0035021637497
"447",668,-0.175885808417148
"448",6776,24.1751439425132
"449",9912,0.104389415654603
"450",16335,20.5221931773939
"451",25097,-0.502703211289011
"452",16802,-0.125117659033979
"453",776,0.176174753191663
"454",10253,0.150963237994545
"455",31506,-0.0581648010153495
"456",23209,-0.113935235685389
"457",25216,0.268483102672252
"458",4508,19.2757389092517
"459",24145,-0.430981078726398
"460",26338,0.033100965059837
"461",17501,-0.399841065858706
"462",20709,0.114012424154813
"463",6227,0.011470036046147
"464",9312,11.1580500319904
"465",3784,-1.09040389405213
"466",15270,-0.131497313801365
"467",8263,-0.121603895038501
"468",3766,10.5306929411277
"469",7433,9.90159514648174
"470",2728,23.964503378633
"471",2922,-0.40328910666138
"472",10976,-0.769438606712322
"473",7804,-0.179861448340366
"474",10709,-7.63794541057776
"475",4244,-0.28368272941612
"476",6364,-0.0273568353003498
"477",6432,3.412066219029
"478",3274,0.0214258233466874
"479",14274,-0.00667436323515521
"480",24884,0.279202869335448
"481",22088,0.131970582925083
"482",877,-0.120086004294826
"483",2203,-0.00498424950347982
"484",189,0.269919260737666
"485",6636,16.0199335385204
"486",7477,1.47724124845172
"487",26288,-0.0469932459640627
"488",1030,-0.182978275930748
"489",3505,2.15295125190069
"490",15850,4.19185673588665
"491",10593,0.174077815132442
"492",26686,0.0726274845912563
"493",264,11.4667142114225
"494",11514,5.43292611326501
"495",31390,-0.00275573104073811
"496",1127,-0.716392111216957
"497",17359,-0.115694508415611
"498",2131,0.0526075521768204
"499",121,4.84565208049221
"500",15007,3.62376028164961
"501",6440,-0.189904290865124
"502",30539,0.0103528889490371
"503",17678,-0.100203296090943
"504",6274,-0.0315669331726969
"505",12283,0.080170493247621
"506",23931,0.0452799087109132
"507",6896,1.8769325863616
"508",4138,-0.0290489667961235
"509",1805,-0.0380272010495605
"510",7657,0.974525059698907
"511",25196,10.0512345548771
"512",14666,-0.0170895218363966
"513",22098,11.2606383942742
"514",9550,0.00669416371444403
"515",28087,-0.0376889907717393
"516",29955,0.783591710850807
"517",34473,-0.11297587391754
"518",43956,0.0201935423908733
"519",35068,0.00425282004316477
"520",44574,-0.055746036568859
"521",46330,4.52702828205664
"522",46905,-0.00203247170953876
"523",51224,0.00280702079915271
"524",4117,4.26894359348005
"525",25690,0.121493731386499
"526",3049,9.93764630058392
"527",21484,-0.220774646314526
"528",16791,0.106444430143843
"529",23307,0.0320908110728568
"530",7598,8.13864176869767
"531",6556,-0.0151117778715233
"532",1164,0.689388904707259
"533",3971,-0.242240573412568
"534",10397,0.0589993108755593
"535",18905,0.141812032931816
"536",32877,-0.131560688267855
"537",12666,0.265364401241013
"538",31528,-0.0260765181926026
"539",31974,-0.00654819774075395
"540",30691,0.125420725523057
"541",32266,0.16017453900242
"542",5029,-0.234930800574248
"543",14369,11.0999758434625
"544",16771,-0.117812846752865
"545",19873,0.392210300367294
"546",5084,9.57456326785507
"547",20187,0.122438490867746
"548",24475,4.60841197352464
"549",13567,0.174510885910564
"550",17584,0.167946892655789
"551",18339,0.13036245159093
"552",14489,0.0589233245711037
"553",26272,0.0185101212758223
"554",24939,0.0392950974048839
"555",30208,10.4047826737194
"556",20673,0.168083465373513
"557",24444,-0.00605175022519124
"558",20123,0.0938945150067858
"559",29721,0.0191359328258451
"560",20663,0.138849492895886
"561",24953,-0.0171760484362032
"562",17801,-0.00548041352349635
"563",18186,-0.0387702126035206
"564",24149,0.0880134114897773
"565",18430,-0.0349729453358801
"566",12248,-0.196069717125411
"567",26865,0.00406190589414012
"568",29711,-0.0405331438400969
"569",20419,-0.00567628758926999
"570",28598,-0.101014920945728
"571",25879,0.0650452580372519
"572",16393,0.223961174532734
"573",24850,6.41536533622849
"574",246,-0.0535061553200659
"575",18807,0.154520368860472
"576",18260,0.161930914187916
"577",7648,0.0837964335851532
"578",10478,0.0696338401092944
"579",26756,0.326133202861794
"580",21321,0.061627518346044
"581",25856,3.67960298366499
"582",19647,0.0369885752160491
"583",30146,0.186323889214059
"584",24844,0.0956493845225505
"585",22543,-0.164803200568625
"586",26532,3.74830265154059
"587",26415,-0.126038733071191
"588",24018,-0.0795381826123128
"589",21878,-0.214861136018093
"590",25257,15.4319084591232
"591",6903,-1.02311862309316
"592",25165,-0.055631727026775
"593",28261,0.00779123141563821
"594",24090,0.0187556360370657
"595",9686,-0.0573460589918567
"596",22905,0.165709700223151
"597",25190,-0.0689713341298921
"598",12286,0.214395919330583
"599",28123,-0.0481158678960073
"600",14722,-0.300908938778262
"601",25039,-0.0493317331767503
"602",28127,-0.0143070882263276
"603",615,-0.0473355601197611
"604",21233,-0.00487360001708639
"605",20116,0.201621654546384
"606",53341,0.172054612308289
"607",35598,0.0183936290884093
"608",35412,0.0141672342799525
"609",44025,0.0972399508326457
"610",39714,0.0194921810556849
"611",35533,1.23231104143656
"612",38180,-0.0147730045840954
"613",53522,0.0772811051717968
"614",41088,11.5086423964772
"615",35703,-0.0473609614826626
"616",42455,5.17419124030862
"617",38230,3.75924814649485
"618",38344,-0.018119767750962
"619",49391,-0.248925129320842
"620",47344,-0.0417316243051
"621",37062,0.0267459214619828
"622",38099,3.88176617723681
"623",46657,-0.0255133088076058
"624",53567,0.0113203156386358
"625",35862,1.02935052109806
"626",46518,-0.00386596464055717
"627",46551,-0.00386596464055717
"628",36591,-0.311054477841632
"629",36824,-0.00901685384009404
"630",46367,-0.00327569687318747
"631",39066,-0.018119767750962
"632",41636,-0.114042175451407
"633",53864,-0.0801778109989416
"634",40530,-0.0830270140070365
"635",38310,-0.00517851368975053
"636",47152,-0.0417316243051
"637",43960,0.0201935423908733
"638",38258,-0.0500414123827282
"639",44908,0.332291131452159
"640",36192,15.9170110782217
"641",42110,-0.565809870433467
"642",37391,-0.0298523260255316
"643",44355,-0.0660963913504484
"644",42554,0.526927137346064
"645",49676,-0.00159039418389699
"646",37842,0.0616232542489505
"647",38125,-0.000673637085442649
"648",44159,-0.00386596464055717
"649",53455,0.0346787777657158
"650",39185,-0.0538318650844068
"651",53061,0.120092809131771
"652",45436,0.0113910492391967
"653",51626,0.0908626287378763
"654",39206,-0.0855635276629623
"655",36495,-0.0361217551107994
"656",36530,-0.00218278789511212
"657",43920,-0.00327569687318747
"658",52847,0.396346021018704
"659",40981,0.0116633687253449
"660",40409,1.3279132961967
"661",50523,-0.0215176038751705
"662",44153,0.0674605888030422
"663",43542,0.0238646312581013
"664",49324,0.000174249978862931
"665",41386,0.0378144150636943
"666",19538,6.0392479465286
"667",12384,0.63488543170916
"668",31108,0.0789171046506625
"669",14542,-0.0142021811052497
"670",15840,0.131684502217335
"671",32252,2.6775065920309
"672",31145,-0.00607664622643043
"673",10955,8.86705447873896
"674",6546,-0.250352711666659
"675",30621,0.141630777902637
"676",24125,1.91564820757773
"677",27404,-0.116325716694903
"678",29875,-0.0317709610644409
"679",23569,0.00017817588860308
"680",27209,4.66125632789231
"681",26239,0.10531349503882
"682",19684,4.98408189777946
"683",27590,0.136674936025516
"684",31938,-0.045096087855415
"685",12983,11.1223555744874
"686",10365,-0.14560848127488
"687",14353,0.220911905834745
"688",9120,0.121173230678999
"689",2990,4.26702175139117
"690",26068,-0.0375943477526909
"691",26797,-0.0644649808908598
"692",25743,0.305073030642954
"693",7327,0.0195094251814391
"694",16364,-0.0189604647705616
"695",6067,-0.481392495800873
"696",31573,-0.176034678309993
"697",32277,-0.0790311139505279
"698",29125,-0.158968647432229
"699",12604,-0.0180373968491452
"700",30909,-0.196099371035461
"701",23405,0.0191592102441423
"702",32182,-0.0679965203410321
"703",45047,0.243261759096699
"704",7671,0.0242733762995188
"705",21286,-0.00111071665673631
"706",12732,3.89606042280786
"707",26823,0.0296539932392487
"708",30557,0.0100113809052633
"709",23402,0.0820343161029817
"710",32048,-0.0606285951801173
"711",29162,-0.045125147965158
"712",4945,0.434134462931388
"713",27393,-0.113248379406201
"714",10092,15.6018636715033
"715",32225,10.0292303116811
"716",53671,0.150018679125385
"717",25754,-0.190706981655255
"718",26620,-0.222841682731815
"719",2173,0.189042121611743
"720",30379,0.145892841820494
"721",30006,-0.222405579873743
"722",17226,10.2518927261257
"723",14622,0.180652057026016
"724",12838,-0.397142661467374
"725",14736,-0.0371218325835543
"726",28646,0.125340911115693
"727",3919,0.0477611076708108
"728",26401,0.108382936424069
"729",19622,-0.393288165609831
"730",20547,0.142048546658312
"731",3161,-0.116196772234116
"732",4927,11.0227214111049
"733",25525,-0.0789694369426852
"734",30823,23.3387804323656
"735",29287,-0.29926662776544
"736",25204,-0.175655256206478
"737",25388,-0.0830936498121867
"738",21688,-0.0785591838165514
"739",27630,57.4692155188992
"740",29825,-0.0613137906366568
"741",18961,-0.116622787383857
"742",32648,0.240417902560622
"743",32765,-0.0519689795577429
"744",20918,10.1569107936136
"745",7298,0.703983654231691
"746",5287,0.504369806052711
"747",7209,-0.38810662395593
"748",7292,0.190533855230043
"749",31150,1.13468369535481
"750",45265,2.48549339124127
"751",45008,-0.0316865295374286
"752",46048,-0.055746036568859
"753",46541,0.069567532137169
"754",46617,4.50954581891068
"755",47095,4.52248693774639
"756",51039,0.10036306358264
"757",45372,11.9058115298686
"758",44347,6.40839554898902
"759",52343,-0.0497934613574433
"760",44485,0.16181967727529
"761",30299,-0.111850980539482
"762",19876,0.133537602718687
"763",32542,0.0336077006321874
"764",32472,0.0182471658612646
"765",33181,-0.341040441300424
"766",35914,0.0508068513140098
"767",35971,19.685949122086
"768",35761,3.39276854771594
"769",36212,0.209060386136376
"770",34689,-0.0102661536425541
"771",36559,0.0424324547791438
"772",5762,-0.1501370138457
"773",31636,10.0312921273437
"774",5950,0.128387521354611
"775",29373,-0.0637135322388849
"776",31903,-0.0829169602144954
"777",15884,-0.11405441792426
"778",20008,-0.157929834365257
"779",10849,10.7636488345096
"780",15961,0.0324275351582394
"781",2915,19.254186260097
"782",18201,26.1424866848105
"783",83,-0.484432282341814
"784",32045,0.294820829283577
"785",12471,4.83384241250421
"786",20621,0.0569000955271908
"787",31297,10.5377834215069
"788",11054,-0.167790087867087
"789",25914,0.225320947444536
"790",28931,0.208075730224337
"791",583,4.34168465720495
"792",26095,4.74410493450436
"793",30396,0.373448213774414
"794",25006,-0.0705828110768153
"795",27678,0.153240779368022
"796",22376,11.773732103753
"797",6460,-0.102488490110488
"798",44278,11.701037666726
"799",44423,-0.00327569687318747
"800",48428,0.000174249978862931
"801",45420,-0.0954115055196598
"802",43995,-0.0316865295374286
"803",44462,4.45783728468028
"804",44732,0.353574056413474
"805",44142,0.0469624059673681
"806",44363,-0.11797646327875
"807",48182,-0.0656372462103788
"808",44521,0.0100672433462758
"809",45900,16.2188227187185
"810",48999,-0.011692355823808
"811",44987,11.5414088241313
"812",47124,0.0211524384166706
"813",44756,0.0145945736477346
"814",45462,-0.0255133088076058
"815",44580,11.6579782961595
"816",61183,-0.0666681904859932
"817",44202,-0.0162333270660118
"818",53679,0.0761493838175815
"819",44562,10.4207737025556
"820",46539,3.83950442193349
"821",44550,0.037564065582263
"822",43979,0.0540291934815378
"823",44788,-0.0255133088076058
"824",46135,4.6512419898417
"825",45442,11.701037666726
"826",44350,4.62668156330749
"827",46786,-0.0352479050054152
"828",47097,-0.153594170827976
"829",43923,-0.00327569687318747
"830",45992,-0.0954115055196598
"831",47968,4.57487649777593
"832",44351,-0.0660963913504484
"833",46590,-0.00375473225471307
"834",44177,-0.0139388179236659
"835",44705,-0.0954115055196598
"836",44591,0.0853580676581445
"837",44357,-0.124745029276889
"838",43946,0.0100784882373833
"839",44728,1.29800876275476
"840",43917,-0.0669440795598219
"841",45413,-0.0172931545531592
"842",44619,0.0218247843171856
"843",44300,-0.0255133088076058
"844",45456,0.0191661210340585
"845",45439,-0.154298689823176
"846",45368,20.8987672855001
"847",47316,0.034680810903516
"848",44658,4.58512829868494
"849",51410,0.0647265786794113
"850",44281,3.77628128794095
"851",44056,0.0552071622905057
"852",45814,0.0347007644083193
"853",44454,0.0255277185368239
"854",43901,-0.00327569687318747
"855",44739,-0.013380193718103
"856",46831,0.0211524384166706
"857",44114,0.0674605888030422
"858",44035,0.135258119122246
"859",43991,0.718129722178852
"860",44399,-0.00327569687318747
"861",53614,0.174785939413905
"862",44193,0.045401217239147
"863",44729,0.242245858587349
"864",44410,0.0020584792727632
"865",55659,9.94446290953504
"866",44616,-0.0443376285612316
"867",44724,3.84411988596864
"868",44511,0.0587927490401395
"869",44090,0.149786775056652
"870",46967,0.326673200550498
"871",44440,0.577352975656307
"872",43992,-0.0252356828606434
"873",44647,-0.0550740168425037
"874",44528,0.0972399508326457
"875",44162,0.147703508976982
"876",47188,0.0389184292303813
"877",44088,3.82549158980585
"878",48345,-0.0387570181959664
"879",44920,-0.00327569687318747
"880",44307,11.701037666726
"881",44565,0.133664815836781
"882",44609,0.0143829679780024
"883",44665,-0.0664325903183644
"884",44121,-0.00386596464055717
"885",49269,-0.0540532609905624
"886",44744,-0.0467629783393616
"887",44171,-0.0172931545531592
"888",46139,-0.0900773293737089
"889",44360,2.05858498883268
"890",44272,0.0145945736477346
"891",45410,-0.0172931545531592
"892",43875,-0.0660963913504484
"893",44259,-0.0255133088076058
"894",44606,0.0269591956700753
"895",47627,-0.0243983052192331
"896",47445,-0.00292460904602417
"897",45386,0.0351715005022889
"898",44377,-0.0343873510439
"899",44316,-0.0255133088076058
"900",44101,0.0990388549359217
"901",44867,-0.0437473607938622
"902",43866,-0.0660963913504484
"903",44599,0.0552071622905057
"904",44359,-0.106568055271123
"905",43950,-0.00327569687318747
"906",44103,4.53703077708279
"907",44903,0.301764690956607
"908",44693,-0.0954115055196598
"909",44098,-0.055746036568859
"910",43976,0.0201935423908733
"911",44659,-0.0139388179236659
"912",48897,-0.041303228165127
"913",43939,-0.0437473607938622
"914",47938,-0.0387570181959664
"915",45117,0.0347007644083193
"916",45721,-0.0252356828606434
"917",46762,-0.0426237616415856
"918",44630,-0.00386596464055717
"919",45253,0.0376410894588552
"920",45246,0.0552071622905057
"921",44313,-0.0944761414510629
"922",47358,-0.00333254947364777
"923",44049,-0.00386596464055717
"924",45194,-0.0405240454128259
"925",46980,4.51404332510557
"926",45180,-0.00386596464055717
"927",44220,-0.0255133088076058
"928",44764,-0.0467629783393616
"929",43949,3.32297442847026
"930",44323,-0.0255133088076058
"931",50638,-0.0115534896195376
"932",45430,0.0145945736477346
"933",45929,0.00146821150539349
"934",47310,0.0691194453993938
"935",43885,-0.0669440795598219
"936",47452,0.0211524384166706
"937",46809,-0.0659505785355795
"938",46444,0.0540291934815378
"939",44131,-0.0443376285612316
"940",47415,-0.0627233603007328
"941",44514,-0.0252356828606434
