"","","s0",""
"340",11459,10.0039496208974,0
"341",21403,9.75931583765944,0
"342",6579,14.3578395707419,10
"343",21362,12.6457439203026,0
"344",21022,9.66150588728127,0
"345",7207,13.2205056283857,10
"346",25172,9.74158581019002,10
"347",16160,11.5075837105622,10
"348",20289,13.2579867232904,0
"349",21678,9.74684779895131,5
"350",18779,6.62211554789767,0
"351",18913,11.9263615626716,20
"352",20702,6.59580011953469,0
"353",12145,22.2869723211844,10
"354",16626,11.5765068757012,0
"355",19902,23.7049218078502,0
"356",23418,21.9847151272352,0
"357",16521,17.6232251049427,0
"358",24263,26.3870179320403,0
"359",16419,22.1248159343237,0
"360",60684,9.57850588551325,0
"361",44883,5.27967422822169,0
"362",32172,5.73798060342841,0
"363",31961,9.56839545491584,0
"364",14787,5.71023858196155,0
"365",27934,3.71094071448162,3
"366",18004,2.41307981338905,0
"367",5259,9.22634474909859,10
"368",25224,5.44425411640399,0
"369",5192,4.97111482563707,0
"370",27291,9.83249005443608,10
"371",9764,5.67858651533559,5
"372",20054,5.64874857147024,0
"373",23694,5.08334154563244,0
"374",4407,8.52948489108469,15
"375",13628,5.26615438181407,0
"376",24350,5.4502544187209,0
"377",12253,5.20314795391519,0
"378",23167,5.84864524960731,0
"379",23117,5.48836317859315,0
"380",10150,5.88523725347678,0
"381",22828,5.8841186567544,0
"382",8673,5.86507455735326,0
"383",24249,5.91524030036995,0
"384",18417,5.66719335813133,5
"385",21584,5.8449430103565,0
"386",24313,5.43070572475621,0
"387",18026,6.21790041589404,0
"388",7063,8.92900128140206,0
"389",21736,5.21759295608186,0
"390",26842,5.41482984338864,0
"391",14893,6.18030065902617,0
"392",23627,6.55032400594245,0
"393",9265,8.63476842594149,0
"394",20074,9.75360683236051,0
"395",15951,4.92956430765135,0
"396",20430,6.59982601444282,0
"397",22378,9.71821150374497,0
"398",10050,17.7741593212347,15
"399",6848,11.9313325559314,0
"400",11000,8.13319397938973,0
"401",21992,9.78428029581945,0
"402",6844,9.25641229879986,0
"403",20681,17.5264560546121,0
"404",26813,8.89747439041682,3
"405",21379,4.50421717595551,0
"406",14713,5.69185170434608,5
"407",14189,12.9248439607029,0
"408",23597,6.08506703103022,0
"409",6308,7.91089273472558,0
"410",25647,39.6911778684957,0
"411",19660,5.61557741934621,0
"412",14797,15.2893789675021,0
"413",29616,5.25379164818129,3
"414",30487,5.81860282710228,0
"415",29198,10.1762990166825,0
"416",28495,15.4514676498683,0
"417",29693,23.5170212045938,0
"418",30728,9.6092864606538,0
"419",9722,10.9535403849849,30
"420",26031,9.68198565015124,10
"421",11238,15.9178138535882,0
"422",26404,9.64377471859156,0
"423",26397,17.6353182180365,0
"424",27349,17.8133353835184,0
"425",19204,4.83876052996382,5
"426",26278,5.28491083597472,5
"427",32783,9.54968551888685,0
"428",32891,9.5439674038714,0
"429",44543,5.68303653151378,0
"430",33751,5.77529643705823,5
"431",44086,5.68303653151378,0
"432",33222,5.72410294697603,0
"433",33462,13.5617788534298,0
"434",33861,9.54529077100746,0
"435",33355,9.58063984060183,0
"436",52952,17.8768338167306,0
"437",20935,3.19399728508347,0
"438",13302,5.44479126704428,10
"439",29431,3.15261627724886,0
"440",25379,8.4846728457881,0
"441",28705,6.63586581140824,10
"442",10748,9.87459582860904,0
"443",28340,6.84817911117603,0
"444",22442,5.82101652326178,5
"445",27516,5.66415731145957,5
"446",24151,9.67511890232484,10
"447",668,19.4503602102613,0
"448",6776,6.88965032505512,25
"449",9912,9.32591550842693,0
"450",16335,15.5799118290603,20
"451",25097,9.58111017847854,0
"452",16802,17.1143056755964,0
"453",776,5.8522790898962,0
"454",10253,4.56754045215836,0
"455",31506,7.49223289640598,0
"456",23209,5.69761831018524,0
"457",25216,5.60545716354867,0
"458",4508,18.1427623842211,20
"459",24145,5.60382021236175,0
"460",26338,7.35382507408603,0
"461",17501,38.7832859339137,0
"462",20709,5.90496772948666,0
"463",6227,10.0632837897447,0
"464",9312,6.00329708021969,10
"465",3784,17.8709385745312,0
"466",15270,4.93597757670117,0
"467",8263,5.70086400702316,0
"468",3766,6.01310303552167,10
"469",7433,10.2063722928654,10
"470",2728,8.96899045940195,25
"471",2922,4.12179557534303,0
"472",10976,8.25431481524249,0
"473",7804,4.19109566536803,0
"474",10709,48.9680714727791,0
"475",4244,5.83973062447235,0
"476",6364,6.49248729700314,0
"477",6432,5.4367732280113,4
"478",3274,5.60602517527264,0
"479",14274,10.5868907701244,0
"480",24884,45.5297935333713,0
"481",22088,4.63690736910724,0
"482",877,8.84256259170514,0
"483",2203,5.28063252522348,0
"484",189,11.9134603989032,0
"485",6636,15.1955291308589,15
"486",7477,10.3124971498364,0
"487",26288,5.55176585656633,0
"488",1030,2.9195788524845,0
"489",3505,3.88057461717285,3
"490",15850,6.12457099372908,5
"491",10593,8.88708045872793,0
"492",26686,10.1240601865296,0
"493",264,5.20882856117866,10
"494",11514,5.23457866518155,5
"495",31390,5.74773771309612,0
"496",1127,10.3276652834867,0
"497",17359,16.8208181319152,0
"498",2131,5.20497782596798,0
"499",121,7.21202143098457,5
"500",15007,6.73538602405575,5
"501",6440,5.36618991419134,0
"502",30539,14.4485799304718,0
"503",17678,3.86215458319815,0
"504",6274,11.4620871624946,0
"505",12283,5.58707543770445,0
"506",23931,9.19609422902176,0
"507",6896,5.22186083584679,3
"508",4138,5.07050065504126,0
"509",1805,4.82650908079027,0
"510",7657,10.2430031682129,0
"511",25196,9.57302179561141,10
"512",14666,9.9838211410869,0
"513",22098,6.29470776663876,10
"514",9550,5.84908009925366,0
"515",28087,5.43633390153615,0
"516",29955,3.33204838785158,0
"517",34473,5.76690722760929,0
"518",43956,5.90845150013564,0
"519",35068,5.93276115070491,0
"520",44574,5.68303653151378,0
"521",46330,5.2919291328228,5
"522",46905,5.681310282464,0
"523",51224,5.67918619517589,0
"524",4117,5.65296683946865,5
"525",25690,8.27978138579455,0
"526",3049,9.98038481094155,10
"527",21484,9.72211388856789,0
"528",16791,5.16849079104676,0
"529",23307,5.59467195739795,0
"530",7598,7.72377113604522,8
"531",6556,20.8923153354362,0
"532",1164,8.98826350385792,0
"533",3971,6.07684385716988,0
"534",10397,10.2576446372054,0
"535",18905,10.0430279726273,0
"536",32877,5.77969118493762,0
"537",12666,7.67987796461565,0
"538",31528,5.80332595105771,0
"539",31974,14.107356506259,0
"540",30691,17.7536505312893,0
"541",32266,21.8569745997328,0
"542",5029,4.73863839658487,0
"543",14369,8.95186810157836,10
"544",16771,7.76659114146281,0
"545",19873,9.72005671511225,0
"546",5084,9.6368269198871,10
"547",20187,8.01264554546914,0
"548",24475,5.4502544187209,5
"549",13567,5.84195077899436,0
"550",17584,5.8865744584702,0
"551",18339,5.65913498179982,0
"552",14489,5.26939753551214,0
"553",26272,5.81819214668073,0
"554",24939,5.44425411640399,0
"555",30208,8.46003956735645,10
"556",20673,5.81410017980773,0
"557",24444,5.79587675887051,0
"558",20123,6.89065211570696,0
"559",29721,5.38103072070719,0
"560",20663,5.2688405788861,0
"561",24953,5.7109542463988,0
"562",17801,9.16765193645087,0
"563",18186,6.59565089229274,0
"564",24149,5.12109492082435,0
"565",18430,5.34211859586748,0
"566",12248,7.80755693737441,0
"567",26865,5.78699039210745,0
"568",29711,5.38103072070719,0
"569",20419,6.62631631166351,0
"570",28598,7.33190728760912,0
"571",25879,6.04360711530259,0
"572",16393,5.97801563110919,0
"573",24850,5.72829789852345,6
"574",246,4.79972600019317,0
"575",18807,5.66896420511764,0
"576",18260,5.62912086519784,0
"577",7648,10.595411373711,0
"578",10478,5.70969078483498,0
"579",26756,9.97941812606785,0
"580",21321,5.65705990518442,0
"581",25856,13.2083202981159,5
"582",19647,5.7522367073561,0
"583",30146,5.70700675302257,0
"584",24844,8.53698215671183,0
"585",22543,6.19559240002199,0
"586",26532,6.56758104645591,5
"587",26415,9.64377471859156,0
"588",24018,9.69374490939892,0
"589",21878,9.71589347723634,0
"590",25257,9.60370996614212,15
"591",6903,12.3424945132693,0
"592",25165,6.14035974417482,0
"593",28261,13.8794294923132,0
"594",24090,5.76112070169232,0
"595",9686,11.9661297747562,0
"596",22905,8.01217743423222,0
"597",25190,9.68170926668665,0
"598",12286,11.3304513333893,0
"599",28123,14.1599943555318,0
"600",14722,7.59985065133671,0
"601",25039,9.70415331332188,0
"602",28127,9.65198762590364,0
"603",615,9.08749873513146,0
"604",21233,22.021772940338,0
"605",20116,20.3181455175674,0
"606",53341,14.0274649792317,0
"607",35598,8.40037973474953,0
"608",35412,7.97902607593106,0
"609",44025,7.55651691237165,0
"610",39714,5.92189090379801,0
"611",35533,3.47001011797819,2
"612",38180,5.92189090379801,0
"613",53522,17.5431222501791,0
"614",41088,6.54456210678673,10
"615",35703,5.29654669186848,0
"616",42455,5.02803236612046,5
"617",38230,7.46401089348859,5
"618",38344,7.46401089348859,0
"619",49391,8.01346982573583,2
"620",47344,5.681310282464,0
"621",37062,7.57338937601844,0
"622",38099,7.20854069561091,5
"623",46657,5.73862476947537,0
"624",53567,9.57517664302437,0
"625",35862,2.30161264250064,0
"626",46518,5.68303653151378,0
"627",46551,5.68303653151378,0
"628",36591,5.5298415525158,2
"629",36824,5.69990899516057,0
"630",46367,5.27967422822169,0
"631",39066,7.46401089348859,0
"632",41636,5.74884615398129,0
"633",53864,9.57636525300558,0
"634",40530,7.24528055369867,0
"635",38310,7.46401089348859,0
"636",47152,5.681310282464,0
"637",43960,5.90845150013564,0
"638",38258,7.46401089348859,0
"639",44908,3.35910840486385,0
"640",36192,7.44134103151043,15
"641",42110,8.24317607839098,0
"642",37391,5.92189090379801,0
"643",44355,5.2919291328228,0
"644",42554,7.92282972220294,0
"645",49676,5.2758238918838,0
"646",37842,9.53056878216672,0
"647",38125,5.92189090379801,0
"648",44159,5.68303653151378,0
"649",53455,17.6798295513415,0
"650",39185,5.75206417313774,0
"651",53061,9.51302143407074,0
"652",45436,7.60127734757741,0
"653",51626,5.64421885948231,0
"654",39206,9.08374137899184,0
"655",36495,9.59575454890515,0
"656",36530,5.29654669186848,0
"657",43920,5.27967422822169,0
"658",52847,6.69069791712102,0
"659",40981,7.5879597506424,0
"660",40409,5.91867288464155,3
"661",50523,5.73477443313748,0
"662",44153,7.42446856786364,0
"663",43542,6.20219472647575,0
"664",49324,5.68000597372897,0
"665",41386,5.91867288464155,0
"666",19538,6.1901636345054,5
"667",12384,3.08736706687291,0
"668",31108,4.92922978707553,0
"669",14542,4.32567704695204,0
"670",15840,5.09079012354853,0
"671",32252,4.15950876802377,3
"672",31145,5.06160710303384,0
"673",10955,4.47905397952653,6
"674",6546,3.90837541806395,0
"675",30621,5.23143383369411,0
"676",24125,5.17063622961911,3
"677",27404,5.86802265721864,0
"678",29875,5.43410222411685,0
"679",23569,5.16843778366001,0
"680",27209,5.20906872019385,5
"681",26239,4.54021669024223,0
"682",19684,5.83997854783402,5
"683",27590,4.76808470000027,0
"684",31938,11.4798405871123,0
"685",12983,6.28374353613049,10
"686",10365,8.169032830985,0
"687",14353,5.97187654877262,0
"688",9120,3.87796255799065,0
"689",2990,5.74504239298591,5
"690",26068,5.42708474798975,0
"691",26797,5.87378038464233,0
"692",25743,5.64351337674294,0
"693",7327,5.61359801553108,0
"694",16364,8.23917631173369,0
"695",6067,8.11899842805036,0
"696",31573,8.50715100655219,0
"697",32277,5.03578053111136,0
"698",29125,6.7841892638932,0
"699",12604,5.62966489621404,0
"700",30909,8.43004192579772,0
"701",23405,5.56870999337918,0
"702",32182,5.4957628793252,0
"703",45047,7.55651691237165,0
"704",7671,5.63183699897764,0
"705",21286,6.30595449524473,0
"706",12732,6.02093685763754,5
"707",26823,5.41482984338864,0
"708",30557,5.34938726373591,0
"709",23402,5.95333614174109,0
"710",32048,5.79840112096661,0
"711",29162,5.0535450985445,0
"712",4945,8.42332861285685,0
"713",27393,5.55386626160375,0
"714",10092,9.96071072677636,15
"715",32225,9.57207345041897,10
"716",53671,9.50491366119061,0
"717",25754,9.59587595545473,0
"718",26620,9.5727571811194,0
"719",2173,10.5777997705683,0
"720",30379,6.55392008630975,0
"721",30006,9.56634810229001,0
"722",17226,10.180251281249,10
"723",14622,9.6992818784496,0
"724",12838,10.937632495256,0
"725",14736,10.1009569876605,0
"726",28646,9.61675079130563,0
"727",3919,6.65530336386005,0
"728",26401,10.0199542800245,0
"729",19622,7.83334976114457,0
"730",20547,5.95564630256914,0
"731",3161,7.20926725095028,0
"732",4927,8.64701227974957,10
"733",25525,12.8538442800264,0
"734",30823,9.60000882440673,25
"735",29287,9.63661108412377,0
"736",25204,9.6731989916069,0
"737",25388,13.6067196615705,0
"738",21688,17.7545045684244,0
"739",27630,45.4886112306154,50
"740",29825,21.5177241151828,0
"741",18961,17.7985889717166,0
"742",32648,3.72841011620566,0
"743",32765,5.50133429201835,0
"744",20918,7.74242279358987,10
"745",7298,10.900986277207,0
"746",5287,7.95667993931157,0
"747",7209,4.31391535485683,2
"748",7292,5.15457068802673,2
"749",31150,2.84586929075561,0
"750",45265,3.93602975483599,3
"751",45008,5.90845150013564,0
"752",46048,5.68303653151378,0
"753",46541,5.39980512805493,0
"754",46617,5.73862476947537,5
"755",47095,5.27794797917191,5
"756",51039,5.61850143274952,0
"757",45372,5.65553606147403,10
"758",44347,5.49495408656154,6
"759",52343,5.67918619517589,0
"760",44485,5.90845150013564,0
"761",30299,7.42660364737431,0
"762",19876,9.7758540000301,0
"763",32542,9.56271144223768,0
"764",32472,15.067619332973,0
"765",33181,18.8888968307019,0
"766",35914,9.55644588878637,0
"767",35971,9.55644588878637,20
"768",35761,9.55644588878637,5
"769",36212,8.29938864069348,0
"770",34689,9.60131557257699,0
"771",36559,14.0644526184145,0
"772",5762,9.04291709626734,0
"773",31636,9.58183056008668,10
"774",5950,12.7570482359394,0
"775",29373,9.68224592334843,0
"776",31903,9.6386584367496,0
"777",15884,13.7771976412357,0
"778",20008,5.66014507642378,0
"779",10849,6.74795542208537,10
"780",15961,5.13071469461679,0
"781",2915,16.297820231661,20
"782",18201,24.3814224374916,25
"783",83,4.23710733040291,0
"784",32045,3.38567611909697,0
"785",12471,5.24735185652807,5
"786",20621,4.73626887533982,0
"787",31297,8.0509539968392,10
"788",11054,6.0451142995984,0
"789",25914,5.05722015130971,0
"790",28931,6.74655063890318,0
"791",583,7.26077239932551,5
"792",26095,5.09100303552042,5
"793",30396,7.47945025470196,3
"794",25006,9.68170926668665,0
"795",27678,4.24661176470023,0
"796",22376,5.6567150213974,10
"797",6460,5.86057669818266,0
"798",44278,5.73862476947537,10
"799",44423,5.27967422822169,0
"800",48428,5.68000597372897,0
"801",45420,5.73862476947537,0
"802",43995,5.90845150013564,0
"803",44462,5.90845150013564,5
"804",44732,8.46394207458347,0
"805",44142,5.42785546037518,0
"806",44363,5.2919291328228,0
"807",48182,5.27664367043687,0
"808",44521,6.03801356407691,0
"809",45900,14.8118998555681,15
"810",48999,7.23778322479725,0
"811",44987,5.90845150013564,10
"812",47124,5.90672525108586,0
"813",44756,7.45057148982622,0
"814",45462,5.73862476947537,0
"815",44580,5.68303653151378,10
"816",61183,17.68356129603,0
"817",44202,7.41212293854268,0
"818",53679,17.0344415149722,0
"819",44562,11.9715043771397,10
"820",46539,7.42446856786364,5
"821",44550,5.42785546037518,0
"822",43979,7.55651691237165,0
"823",44788,5.73862476947537,0
"824",46135,5.48962917537481,5
"825",45442,5.73862476947537,10
"826",44350,5.04293353872223,5
"827",46786,7.23333292014297,0
"828",47097,3.78342841893994,0
"829",43923,5.27967422822169,0
"830",45992,5.73862476947537,0
"831",47968,5.68000597372897,5
"832",44351,5.2919291328228,0
"833",46590,5.90845150013564,0
"834",44177,5.90845150013564,0
"835",44705,5.73862476947537,0
"836",44591,7.96215361228427,0
"837",44357,5.2919291328228,2
"838",43946,4.99644282476284,0
"839",44728,5.73862476947537,3
"840",43917,7.23505916919275,0
"841",45413,7.45057148982622,0
"842",44619,3.48509820903892,0
"843",44300,5.73862476947537,0
"844",45456,7.60127734757741,0
"845",45439,6.94346097138586,0
"846",45368,14.7346994560883,20
"847",47316,5.90672525108586,0
"848",44658,5.90845150013564,5
"849",51410,5.42113679644791,0
"850",44281,7.45057148982622,5
"851",44056,7.42446856786364,0
"852",45814,5.90845150013564,0
"853",44454,5.90845150013564,0
"854",43901,5.27967422822169,0
"855",44739,7.45057148982622,0
"856",46831,5.90672525108586,0
"857",44114,7.42446856786364,0
"858",44035,6.04193340863795,0
"859",43991,7.70166787376503,3
"860",44399,5.27967422822169,0
"861",53614,13.5170069957336,0
"862",44193,7.55651691237165,0
"863",44729,3.61840226995862,0
"864",44410,5.27967422822169,0
"865",55659,13.3376687303634,10
"866",44616,5.68303653151378,0
"867",44724,7.45057148982622,5
"868",44511,5.81219912905045,0
"869",44090,9.21062700298232,0
"870",46967,3.64864758637043,0
"871",44440,3.42504462664206,0
"872",43992,5.90845150013564,0
"873",44647,5.90845150013564,0
"874",44528,7.55651691237165,0
"875",44162,11.8295181433095,0
